student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,year,semester,admission_date,status,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
825,CS220825,Shivansh,Gupta,Shivansh Gupta,Male,19,2006-01-06,shivansh.gupta318@student.college.edu,918088631793,Visakhapatnam,Rural,CS,4,1,2025-08-01,Active,Low,67981,Mr. Amit Gupta,No Formal Education,Farmer,Mrs. Divya Gupta,Post-Graduate,Homemaker,2,3,0,917585406354,"399, Road, Visakhapatnam",5.41,5.19,5.28,Stable,20,14,140,103,73.57,5.57,40,78.83,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Below Average,No,40,28,12,70.0,70.0,70.0,0.0,37.693333333333335,13.293055329757713,9.04,65.62,229.85,35.42666666666667,32.68333333333333,28.75,42.79666666666666,44.11833333333333,42.385,18.0,75.0,0,2,2,2,0,1.0,1.0,2.0,17.0,11.0,65000,1,2.0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.333333333333333,17.0,72.0,48.0,66.66666666666666,50,Medium Risk
826,CE210826,Aadhya,Malhotra,Aadhya Malhotra,Male,18,2007-01-06,aadhya.malhotra376@student.college.edu,918455443387,Ludhiana,Rural,CE,1,1,2025-08-01,Active,Low,118267,Mr. Varun Malhotra,Post-Graduate,Farmer,Mrs. Aditi Malhotra,Primary,Homemaker,1,6,0,918077425385,"307, Road, Ludhiana",7.4,6.505,7.4,Declining,20,17,20,17,85.0,7.4,17,85.49,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No,40,28,12,70.0,80.0,60.0,-20.0,36.83722222222222,13.134375097672109,9.51,62.51,213.56,41.723333333333336,34.449999999999996,36.73,36.04333333333333,35.608333333333334,36.468333333333334,19.0,100.0,1,1,5,1,1,1.0,1.0,2.0,13.0,10.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,16.0,14.0,87.5,35,Medium Risk
827,ME220827,Aanya,Shah,Aanya Shah,Female,22,2003-01-07,aanya.shah432@student.college.edu,918505786045,Ghaziabad,Rural,ME,4,1,2025-08-01,Active,Low,124444,Mr. Vivaan Shah,Secondary,Farmer,Mrs. Siya Shah,No Formal Education,Homemaker,1,7,0,917913331799,"353, Lane, Ghaziabad",6.28,6.57,6.45,Stable,20,18,140,129,92.14,6.17,40,73.57,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No,40,33,7,82.5,75.0,90.0,15.0,58.77805555555556,17.9841847695523,31.39,97.39,343.13,55.589999999999996,61.125,54.25833333333333,55.76666666666667,61.565,64.36333333333333,6.0,62.5,0,2,1,1,1,1.0,1.0,2.0,16.0,3.0,85000,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Low Risk
828,ME240828,Rudra,Ahmed,Rudra Ahmed,Male,23,2002-01-07,rudra.ahmed317@student.college.edu,917131959496,Chennai,Semi-Urban,ME,4,1,2025-08-01,Active,Lower-Middle,185138,Mr. Abhinav Ahmed,Secondary,Small Business,Mrs. Meera Ahmed,Primary,Homemaker,3,6,0,917991683479,"264, Road, Chennai",7.48,6.32,6.78,Improving,20,16,140,116,82.86,6.41,38,75.37,Low,2025-07-27,0,On Time,0,0,0,7,1,1,Average,No,40,33,7,82.5,85.0,80.0,-5.0,45.035,14.758126381275988,13.89,79.69,275.21,48.50833333333333,53.01333333333333,45.73166666666666,45.5,37.475,39.98166666666667,14.0,87.5,2,2,4,0,1,1.0,1.0,2.0,12.0,10.0,100000,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
829,ME230829,Rohan,Fernandes,Rohan Fernandes,Male,21,2004-01-07,rohan.fernandes619@student.college.edu,917131585225,Indore,Semi-Urban,ME,2,1,2025-08-01,Active,Middle,365711,Mr. Raj Fernandes,Primary,Retired,Mrs. Avni Fernandes,No Formal Education,Homemaker,3,3,0,917985785180,"101, Street, Indore",4.03,4.84,4.52,Declining,22,15,66,46,69.7,4.79,42,79.17,Low,2025-07-27,0,On Time,1,0,1,3,2,0,Below Average,Yes,40,34,6,85.0,85.0,85.0,0.0,49.92333333333333,17.12185303723202,20.46,88.14,290.51,61.153333333333336,42.365,38.165,61.6,49.00333333333333,47.25333333333333,11.0,87.5,1,3,2,1,1,1.0,1.0,2.0,5.0,6.0,100000,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,16.0,4.0,25.0,30,Low Risk
830,CE230830,Kiaan,Mehta,Kiaan Mehta,Male,19,2006-01-06,kiaan.mehta951@student.college.edu,917731432012,Kanpur,Rural,CE,4,1,2025-08-01,Active,Low,122333,Mr. Varun Mehta,Primary,Self-Employed,Mrs. Shanaya Mehta,Graduate,Professional,2,6,0,919111842887,"96, Lane, Kanpur",8.9,7.7,8.18,Improving,18,17,126,125,99.21,7.46,38,87.91,Low,2025-07-28,1,On Time,0,0,0,7,1,0,Good,No,40,34,6,85.0,85.0,85.0,0.0,51.15111111111111,13.651142867441594,20.4,80.93,298.76,58.02333333333333,43.336666666666666,53.824999999999996,54.85166666666667,45.12833333333333,51.74166666666667,10.0,100.0,2,3,3,1,1,1.0,1.0,2.0,14.0,18.0,85000,1,2.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,11.0,68.75,5,Low Risk
831,ME240831,Atharv,Singh,Atharv Singh,Male,17,2008-01-06,atharv.singh996@student.college.edu,917144996296,Lucknow,Semi-Urban,ME,2,1,2025-08-01,Active,Middle,309411,Mr. Kabir Singh,Post-Graduate,Professional,Mrs. Ritika Singh,Primary,Daily Wage Worker,2,3,0,918294271349,"400, Street, Lucknow",6.49,5.51,5.9,Improving,22,18,66,54,81.82,5.11,38,86.04,Low,2025-07-29,2,On Time,1,0,1,3,0,0,Average,No,40,27,13,67.5,80.0,55.00000000000001,-24.999999999999993,72.9388888888889,16.076366465409983,41.31,100.0,429.23,72.11333333333333,72.15833333333335,79.82000000000001,73.61666666666666,70.06666666666666,69.85833333333333,0.0,62.5,3,2,0,3,0,1.0,1.0,2.0,13.0,10.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Medium Risk
832,EE240832,Zara,Saxena,Zara Saxena,Female,22,2003-01-07,zara.saxena962@student.college.edu,918250464297,Kolkata,Urban,EE,3,1,2025-08-01,Active,Middle,466293,Mr. Kunal Saxena,Secondary,Daily Wage Worker,Mrs. Prisha Saxena,Primary,Homemaker,1,5,0,917265614684,"178, Lane, Kolkata",6.33,5.41,5.78,Improving,20,12,100,60,60.0,5.32,44,75.78,Low,2025-08-01,5,Late,1,0,1,5,1,1,Average,No,40,25,15,62.5,75.0,50.0,-25.0,43.15277777777778,15.853402448886147,13.02,76.6,256.61,37.199999999999996,53.68333333333334,47.48499999999999,50.75333333333333,34.47,35.324999999999996,16.0,100.0,2,1,2,4,1,1.0,1.0,2.0,13.0,10.0,100000,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Medium Risk
833,CE230833,Siddharth,Rao,Siddharth Rao,Male,20,2005-01-06,siddharth.rao497@student.college.edu,918870878937,Indore,Semi-Urban,CE,1,2,2025-08-01,Active,Middle,564923,Mr. Sai Rao,Post-Graduate,Daily Wage Worker,Mrs. Divya Rao,No Formal Education,Homemaker,2,5,0,917992939140,"159, Street, Indore",6.89,8.31,7.74,Declining,18,16,36,33,91.67,6.89,16,83.42,Medium,2025-07-27,0,On Time,0,0,0,2,0,0,Good,No,40,31,9,77.5,80.0,75.0,-5.0,62.33861111111111,15.636844795505587,30.05,96.93,363.56,66.42666666666666,56.276666666666664,59.580000000000005,65.55499999999999,53.541666666666664,72.65166666666667,2.0,75.0,2,0,2,1,3,1.0,1.0,2.0,13.0,0.0,50000,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,10,Low Risk
834,EE240834,Siya,Sinha,Siya Sinha,Female,23,2002-01-07,siya.sinha835@student.college.edu,917449468012,Ahmedabad,Urban,EE,4,1,2025-08-01,Active,Middle,346262,Mr. Arnav Sinha,Primary,Self-Employed,Mrs. Riya Sinha,Primary,Homemaker,2,3,0,918278868085,"434, Lane, Ahmedabad",6.91,6.82,6.86,Stable,22,19,154,139,90.26,6.03,44,76.35,Low,2025-07-28,1,On Time,2,0,2,7,0,0,Average,No,40,22,18,55.00000000000001,60.0,50.0,-10.0,68.26083333333332,19.585620581728538,26.65,100.0,406.83,59.419999999999995,72.885,70.24833333333333,69.835,69.85333333333334,67.32333333333334,4.0,87.5,2,2,3,2,0,1.0,2.0,3.0,17.0,11.0,100000,0,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,56.0,37.0,66.07142857142857,35,Medium Risk
835,CE220835,Ananya,Khanna,Ananya Khanna,Female,19,2006-01-06,ananya.khanna521@student.college.edu,919974771167,Ahmedabad,Rural,CE,3,2,2025-08-01,Active,Lower-Middle,253049,Mr. Vedant Khanna,Secondary,Government Employee,Mrs. Tanvi Khanna,No Formal Education,Small Business,1,3,0,918564809479,"343, Lane, Ahmedabad",7.53,7.74,7.66,Stable,24,21,144,127,88.19,7.61,42,77.15,Low,2025-07-28,1,On Time,0,0,0,6,0,0,Good,No,40,29,11,72.5,85.0,60.0,-25.0,45.574444444444445,12.503995120290714,20.06,67.94,273.67,36.71,45.465,45.76666666666667,45.26499999999999,49.468333333333334,50.77166666666667,12.0,100.0,3,1,4,1,2,1.0,1.0,2.0,18.0,12.0,100000,0,1.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
836,CS210836,Mira,Ali,Mira Ali,Female,20,2005-01-06,mira.ali999@student.college.edu,919714542538,Delhi,Rural,CS,4,1,2025-08-01,Active,Lower-Middle,182752,Mr. Shivansh Ali,No Formal Education,Professional,Mrs. Divya Ali,No Formal Education,Retired,3,6,1,918179032853,"319, Lane, Delhi",5.06,5.03,5.04,Stable,24,17,168,122,72.62,4.71,44,65.11,Low,2025-07-28,1,On Time,0,0,0,7,1,0,Below Average,No,40,29,11,72.5,65.0,80.0,15.0,61.461666666666666,12.82636559145708,41.92,92.35,361.98,61.001666666666665,60.04833333333334,57.17333333333334,66.39833333333333,52.29833333333334,71.85000000000001,0.0,87.5,2,1,4,1,1,1.0,1.0,2.0,12.0,12.0,100000,0,2.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,14.0,80.0,66.0,82.5,45,Medium Risk
837,CS210837,Prisha,Bose,Prisha Bose,Female,22,2003-01-07,prisha.bose418@student.college.edu,917475388818,Visakhapatnam,Semi-Urban,CS,1,2,2025-08-01,Active,Middle,424281,Mr. Aditya Bose,No Formal Education,Government Employee,Mrs. Riya Bose,Primary,Homemaker,0,5,0,918007051552,"15, Street, Visakhapatnam",7.97,8.23,8.13,Stable,20,19,40,39,97.5,7.97,19,79.83,Low,2025-07-28,1,On Time,0,0,0,2,0,0,Good,No,40,30,10,75.0,85.0,65.0,-20.0,69.33555555555556,15.992775591219653,38.18,99.36,412.02,66.02833333333334,73.71,70.65166666666667,69.57166666666666,57.343333333333334,78.70833333333333,2.0,100.0,2,1,5,2,0,1.0,1.0,2.0,10.0,8.0,65000,1,2.0,3,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,48.0,27.0,56.25,10,Low Risk
838,ME240838,Pari,Sinha,Pari Sinha,Female,19,2006-01-06,pari.sinha980@student.college.edu,917042730405,Patna,Rural,ME,4,1,2025-08-01,Active,Low,57560,Mr. Rudra Sinha,Higher Secondary,Farmer,Mrs. Kriti Sinha,Graduate,Daily Wage Worker,2,7,0,917789258528,"339, Lane, Patna",5.94,5.72,5.81,Stable,18,13,126,97,76.98,5.8,38,92.89,Low,2025-08-03,7,Late,0,0,0,7,0,0,Average,No,40,32,8,80.0,65.0,95.0,30.0,74.36638888888889,15.549813623647031,46.5,100.0,453.45,72.03,77.76333333333334,82.41666666666667,68.14999999999999,78.515,67.32333333333334,0.0,87.5,2,1,5,1,0,1.0,1.0,2.0,9.0,11.0,100000,0,3.0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,18.0,32.0,29.0,90.625,20,Low Risk
839,EE240839,Kriti,Tiwari,Kriti Tiwari,Female,20,2005-01-06,kriti.tiwari294@student.college.edu,917799058594,Jaipur,Urban,EE,2,2,2025-08-01,Active,Upper-Middle,930996,Mr. Manish Tiwari,Primary,Retired,Mrs. Neha Tiwari,Graduate,Homemaker,0,7,0,917526170644,"493, Road, Jaipur",7.55,6.71,7.05,Improving,18,14,72,59,81.94,6.75,36,75.71,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,36,4,90.0,95.0,85.0,-10.0,61.87444444444444,14.899555783300475,32.52,87.62,368.86,69.03500000000001,56.845,58.85333333333333,57.836666666666666,60.90833333333333,67.76833333333333,4.0,37.5,0,0,0,2,1,1.0,1.0,2.0,13.0,10.0,85000,1,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Low Risk
840,CE220840,Riya,Mishra,Riya Mishra,Female,23,2002-01-07,riya.mishra365@student.college.edu,918466424652,Kolkata,Semi-Urban,CE,3,2,2025-08-01,Active,Middle,450008,Mr. Aditya Mishra,Graduate,Daily Wage Worker,Mrs. Navya Mishra,Higher Secondary,Homemaker,1,5,0,917264047281,"188, Street, Kolkata",4.12,4.9,4.59,Declining,20,14,120,84,70.0,3.66,42,66.15,Low,2025-07-29,2,On Time,3,0,3,6,1,1,Below Average,Yes,40,21,19,52.5,50.0,55.00000000000001,5.000000000000007,43.11944444444444,17.163319017093972,6.2,78.55,252.54,55.85333333333333,25.613333333333333,44.696666666666665,38.541666666666664,49.22833333333333,44.78333333333333,17.0,87.5,2,2,3,1,1,1.0,1.0,2.0,17.0,18.0,65000,1,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,24.0,16.0,66.66666666666666,60,Medium Risk
841,EE210841,Ishaan,Mishra,Ishaan Mishra,Male,19,2006-01-06,ishaan.mishra635@student.college.edu,919911208135,Patna,Urban,EE,4,1,2025-08-01,Active,Upper-Middle,894811,Mr. Ishaan Mishra,Higher Secondary,Government Employee,Mrs. Pari Mishra,Secondary,Daily Wage Worker,4,4,0,918869179676,"118, Lane, Patna",8.96,8.04,8.41,Improving,20,19,140,135,96.43,8.88,38,67.8,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Good,No,40,35,5,87.5,85.0,90.0,5.0,58.522222222222226,13.238391596545707,23.91,87.74,340.69,59.089999999999996,65.89333333333333,58.53666666666667,56.916666666666664,58.64166666666667,52.055,3.0,62.5,0,2,2,1,0,1.0,0.0,1.0,13.0,10.0,100000,0,0.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,18.0,75.0,0,Low Risk
842,CE220842,Karthik,Shah,Karthik Shah,Male,18,2007-01-06,karthik.shah524@student.college.edu,919767727607,Bangalore,Rural,CE,1,1,2025-08-01,Active,Low,80480,Mr. Amit Shah,Higher Secondary,Salaried Employee,Mrs. Pooja Shah,Graduate,Small Business,1,6,0,918916661917,"213, Road, Bangalore",9.06,6.505,9.06,Declining,22,21,22,21,95.45,9.06,21,70.81,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Excellent,No,40,32,8,80.0,85.0,75.0,-10.0,57.70694444444444,15.759905514481892,24.03,96.24,348.88,56.94499999999999,62.895,53.49,43.083333333333336,65.71333333333332,64.115,5.0,100.0,1,3,3,1,1,0.0,2.0,2.0,20.0,27.0,70000,2,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,40.0,20.0,50.0,10,Low Risk
843,EE220843,Simran,Ali,Simran Ali,Female,19,2006-01-06,simran.ali33@student.college.edu,917504550486,Nagpur,Semi-Urban,EE,3,2,2025-08-01,Active,Upper-Middle,933522,Mr. Ishaan Ali,Secondary,Self-Employed,Mrs. Aadhya Ali,Primary,Salaried Employee,0,5,0,918576926212,"226, Road, Nagpur",6.01,6.28,6.17,Stable,24,19,144,118,81.94,5.25,42,88.08,Low,2025-07-27,0,On Time,0,0,0,6,1,1,Average,No,40,34,6,85.0,85.0,85.0,0.0,62.857499999999995,17.26305127391199,29.99,96.0,364.75,59.669999999999995,60.665,58.38166666666667,74.595,55.815,68.01833333333333,4.0,87.5,1,1,1,3,2,1.0,1.0,2.0,13.0,10.0,100000,0,0.0,2,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.666666666666667,23.0,32.0,30.0,93.75,10,Low Risk
844,CS210844,Anjali,Khanna,Anjali Khanna,Female,19,2006-01-06,anjali.khanna892@student.college.edu,919467997805,Ahmedabad,Semi-Urban,CS,4,1,2025-08-01,Active,Lower-Middle,155915,Mr. Shivansh Khanna,Secondary,Small Business,Mrs. Simran Khanna,Primary,Self-Employed,0,3,0,917658227717,"198, Road, Ahmedabad",6.85,5.74,6.18,Improving,24,22,168,155,92.26,5.78,40,72.79,Low,2025-07-27,0,On Time,0,0,0,7,0,0,Average,No,40,32,8,80.0,85.0,75.0,-10.0,37.1925,15.907400860695542,4.77,66.65,223.08,35.10166666666667,32.46333333333333,45.08166666666667,31.790000000000003,43.40166666666667,35.31666666666666,22.0,75.0,2,1,2,3,0,0.0,2.0,2.0,13.0,10.0,65000,1,2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,16.0,12.0,75.0,25,Low Risk
845,EC220845,Atharv,Mohammad,Atharv Mohammad,Male,17,2008-01-06,atharv.mohammad619@student.college.edu,917827007637,Patna,Semi-Urban,EC,1,1,2025-08-01,Active,Low,52173,Mr. Shaurya Mohammad,No Formal Education,Professional,Mrs. Anika Mohammad,No Formal Education,Self-Employed,1,7,0,919606745624,"289, Lane, Patna",5.93,6.505,5.93,Improving,22,14,22,14,63.64,5.93,14,66.39,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No,40,35,5,87.5,75.0,100.0,25.0,60.587500000000006,18.126016877878683,24.23,88.48,359.29,49.35,62.083333333333336,78.76833333333333,67.65833333333333,54.685,50.98,5.0,75.0,3,2,2,1,1,1.0,1.0,2.0,18.0,10.0,15000,3,0.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.333333333333333,11.0,32.0,27.0,84.375,40,Medium Risk
846,EE210846,Swati,Chopra,Swati Chopra,Female,21,2004-01-07,swati.chopra891@student.college.edu,919436054244,Vadodara,Semi-Urban,EE,4,1,2025-08-01,Active,Low,63552,Mr. Prakash Chopra,No Formal Education,Farmer,Mrs. Diya Chopra,Secondary,Small Business,3,4,0,917759654777,"29, Road, Vadodara",7.7,6.24,6.82,Improving,22,20,154,141,91.56,6.82,36,73.37,Low,2025-08-01,5,Late,0,0,0,7,1,0,Average,No,40,23,17,57.49999999999999,55.00000000000001,60.0,4.999999999999993,47.596111111111114,15.953933375776964,18.03,76.58,287.41,51.14166666666666,52.199999999999996,40.50333333333333,45.395,43.74666666666667,52.589999999999996,13.0,62.5,2,0,4,0,1,0.0,1.0,1.0,13.0,10.0,30000,2,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Medium Risk
847,CE240847,Aditya,Ali,Aditya Ali,Male,17,2008-01-06,aditya.ali422@student.college.edu,919857956726,Pune,Urban,CE,4,1,2025-08-01,Active,Lower-Middle,160925,Mr. Samar Ali,Secondary,Small Business,Mrs. Diya Ali,No Formal Education,Government Employee,2,7,0,917579833682,"357, Street, Pune",8.01,7.48,7.69,Improving,24,20,168,140,83.33,7.26,36,67.64,Low,2025-07-29,2,On Time,0,0,0,7,0,0,Good,No,40,29,11,72.5,80.0,65.0,-15.0,82.10972222222222,14.216073093732643,48.42,100.0,491.4,77.07666666666667,86.40166666666666,79.28333333333333,77.51833333333333,82.04333333333334,90.335,0.0,75.0,2,2,2,1,1,0.0,1.0,1.0,19.0,11.0,65000,1,0.0,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,72.0,38.0,52.77777777777778,25,Low Risk
848,ME240848,Simran,Pandey,Simran Pandey,Female,19,2006-01-06,simran.pandey984@student.college.edu,919235350835,Nagpur,Rural,ME,4,1,2025-08-01,Active,Lower-Middle,220659,Mr. Varun Pandey,Post-Graduate,Government Employee,Mrs. Saanvi Pandey,No Formal Education,Homemaker,2,3,0,917122318422,"119, Lane, Nagpur",6.44,6.51,6.48,Stable,22,19,154,136,88.31,6.28,42,71.51,Low,2025-07-27,0,On Time,1,0,1,7,2,1,Average,No,40,28,12,70.0,70.0,70.0,0.0,82.97416666666668,16.963317461089805,38.04,100.0,497.16,86.33333333333333,67.08,81.545,81.16166666666668,89.11166666666666,92.61333333333334,1.0,87.5,2,1,2,4,0,0.0,1.0,1.0,18.0,10.0,85000,1,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,6.0,72.0,42.0,58.333333333333336,30,Low Risk
849,CS230849,Aarav,Bose,Aarav Bose,Male,21,2004-01-07,aarav.bose107@student.college.edu,918417028138,Bangalore,Rural,CS,1,2,2025-08-01,Active,Low,51707,Mr. Samar Bose,Graduate,Daily Wage Worker,Mrs. Priya Bose,No Formal Education,Homemaker,1,7,0,917808621773,"65, Street, Bangalore",4.06,5.56,4.96,Declining,24,15,48,30,62.5,4.06,15,69.41,High,2025-07-28,1,On Time,2,0,2,2,2,2,Below Average,Yes,40,26,14,65.0,70.0,60.0,-10.0,76.43916666666667,16.48255153184725,46.28,100.0,454.05,84.66666666666667,65.745,79.71833333333333,79.76333333333334,74.01666666666667,74.72500000000001,0.0,75.0,3,3,2,1,0,1.0,1.0,2.0,13.0,10.0,65000,1,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Medium Risk
850,EE220850,Kian,Saxena,Kian Saxena,Male,22,2003-01-07,kian.saxena855@student.college.edu,919023064044,Bangalore,Urban,EE,1,1,2025-08-01,Active,Upper-Middle,997680,Mr. Raj Saxena,Primary,Daily Wage Worker,Mrs. Sneha Saxena,Secondary,Government Employee,0,4,0,919626586337,"239, Street, Bangalore",3.83,6.505,3.83,Stable,20,12,20,12,60.0,3.83,12,89.57,High,2025-08-01,5,Late,0,0,0,1,1,1,Poor,Yes,40,32,8,80.0,75.0,85.0,10.0,57.88333333333334,15.302822708805813,31.42,89.79,343.21,58.81833333333333,53.26666666666667,56.291666666666664,63.538333333333334,57.001666666666665,58.38333333333333,5.0,100.0,4,1,2,5,0,1.0,0.0,1.0,16.0,17.0,100000,0,0.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.5,18.0,16.0,16.0,100.0,40,Medium Risk
851,ME210851,Sara,Bose,Sara Bose,Female,17,2008-01-06,sara.bose571@student.college.edu,917440626213,Bhopal,Rural,ME,4,1,2025-08-01,Active,Lower-Middle,207536,Mr. Daksh Bose,Higher Secondary,Professional,Mrs. Sneha Bose,Graduate,Salaried Employee,2,3,0,917312268635,"111, Lane, Bhopal",5.94,5.83,5.87,Stable,24,20,168,141,83.93,5.53,36,77.26,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Average,No,40,34,6,85.0,90.0,80.0,-10.0,66.23444444444445,14.874566681697114,31.68,96.09,391.15999999999997,69.90333333333334,58.14666666666667,65.00166666666667,63.415,66.385,74.555,2.0,87.5,3,0,5,0,2,0.0,1.0,1.0,13.0,10.0,100000,0,3.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
852,EE230852,Kiaan,Hussain,Kiaan Hussain,Male,21,2004-01-07,kiaan.hussain914@student.college.edu,918934513845,Delhi,Urban,EE,3,1,2025-08-01,Active,Lower-Middle,209191,Mr. Atharv Hussain,Higher Secondary,Farmer,Mrs. Aanya Hussain,Post-Graduate,Homemaker,1,3,0,919948448077,"68, Street, Delhi",8.66,7.47,7.95,Improving,20,18,100,91,91.0,7.77,38,65.38,Low,2025-08-01,5,Late,0,0,0,5,0,0,Good,No,40,27,13,67.5,80.0,55.00000000000001,-24.999999999999993,84.02944444444444,13.224023581442209,49.76,100.0,507.4,90.70666666666666,71.92666666666666,91.58166666666666,76.51666666666667,83.0,90.445,0.0,100.0,2,1,4,3,0,1.0,0.0,1.0,19.0,17.0,65000,1,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Low Risk
853,EE220853,Diya,Nair,Diya Nair,Female,22,2003-01-07,diya.nair498@student.college.edu,918937539188,Ahmedabad,Urban,EE,1,1,2025-08-01,Active,Middle,392586,Mr. Shivansh Nair,Secondary,Farmer,Mrs. Ira Nair,No Formal Education,Self-Employed,3,7,0,919701788282,"420, Street, Ahmedabad",9.54,6.505,9.54,Declining,18,17,18,17,94.44,9.54,17,76.58,Low,2025-08-16,20,Very Late,0,0,0,1,0,0,Excellent,No,40,22,18,55.00000000000001,55.00000000000001,55.00000000000001,0.0,42.43555555555556,16.978206778008843,14.55,77.79,245.79,52.223333333333336,42.71666666666667,38.42666666666667,37.61333333333334,33.75333333333333,49.879999999999995,19.0,62.5,2,1,3,1,0,1.0,1.0,2.0,13.0,10.0,100000,0,2.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.5,19.0,32.0,28.0,87.5,25,Low Risk
