student_id,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address
481,Low,55504,Mr. Reyansh Khanna,Primary,Farmer,Mrs. Meera Khanna,Post-Graduate,Salaried Employee,4,3,0,+919226073706,"123, Street, Chennai"
482,Lower-Middle,198899,Mr. Kabir Saxena,No Formal Education,Professional,Mrs. Pari Saxena,Primary,Daily Wage Worker,4,3,0,+917983588732,"334, Street, Mumbai"
483,Middle,324249,Mr. Ayaan Joshi,Graduate,Small Business,Mrs. Myra Joshi,Secondary,Daily Wage Worker,3,5,0,+919344549978,"22, Lane, Nagpur"
484,Upper-Middle,982165,Mr. Arjun Chatterjee,Higher Secondary,Daily Wage Worker,Mrs. Ishita Chatterjee,Graduate,Self-Employed,0,7,0,+918300448401,"387, Lane, Delhi"
485,Upper-Middle,623903,Mr. Advait D'Souza,Post-Graduate,Government Employee,Mrs. Anvi D'Souza,No Formal Education,Homemaker,2,5,0,+919575112427,"376, Street, Coimbatore"
486,Upper-Middle,821557,Mr. Arjun Singh,No Formal Education,Farmer,Mrs. Aditi Singh,No Formal Education,Daily Wage Worker,0,7,1,+917465561423,"327, Street, Nagpur"
487,Upper-Middle,862177,Mr. Arjun Ali,Graduate,Self-Employed,Mrs. Aditi Ali,Secondary,Homemaker,1,7,0,+918418033347,"253, Road, Patna"
488,Low,65687,Mr. Vihaan Singh,Higher Secondary,Small Business,Mrs. Meera Singh,Graduate,Homemaker,3,5,0,+917660558622,"12, Road, Bhopal"
489,Low,121045,Mr. Dhruv Gupta,Primary,Farmer,Mrs. Simran Gupta,Primary,Homemaker,0,5,1,+919311787617,"377, Lane, Bangalore"
490,Lower-Middle,235187,Mr. Prakash Shah,Secondary,Salaried Employee,Mrs. Ishita Shah,Primary,Professional,1,5,0,+917382877110,"77, Street, Visakhapatnam"
491,Lower-Middle,201682,Mr. Arjun Ali,Primary,Small Business,Mrs. Meera Ali,Primary,Homemaker,0,5,0,+918298325015,"53, Road, Bangalore"
492,Lower-Middle,269957,Mr. Reyansh Rodrigues,No Formal Education,Small Business,Mrs. Sneha Rodrigues,Primary,Farmer,1,7,0,+918277926281,"392, Street, Ghaziabad"
493,Low,106646,Mr. Samar Bhatia,Graduate,Professional,Mrs. Tara Bhatia,Primary,Homemaker,0,6,0,+918141131558,"110, Road, Jaipur"
494,High,1226833,Mr. Advait Shah,Primary,Government Employee,Mrs. Kriti Shah,Graduate,Retired,1,7,0,+919162510956,"340, Street, Vadodara"
495,Middle,581793,Mr. Shaurya Sharma,Higher Secondary,Professional,Mrs. Kriti Sharma,Secondary,Homemaker,2,3,0,+918796095742,"74, Lane, Kolkata"
496,Middle,318296,Mr. Vihaan Ghosh,Post-Graduate,Professional,Mrs. Neha Ghosh,No Formal Education,Daily Wage Worker,3,5,0,+918996245223,"431, Lane, Delhi"
497,Low,138602,Mr. Abhinav Sinha,Secondary,Professional,Mrs. Riya Sinha,No Formal Education,Homemaker,3,7,0,+917973018235,"175, Lane, Kanpur"
498,Low,89243,Mr. Harshit Sharma,No Formal Education,Farmer,Mrs. Shruti Sharma,Higher Secondary,Farmer,2,4,0,+918949450279,"335, Road, Visakhapatnam"
499,Lower-Middle,235698,Mr. Siddharth Ahmed,Secondary,Small Business,Mrs. Sneha Ahmed,No Formal Education,Homemaker,1,7,1,+919523957767,"27, Lane, Chennai"
500,Upper-Middle,715249,Mr. Varun Iyer,Secondary,Professional,Mrs. Ritika Iyer,Primary,Homemaker,2,4,0,+919940140639,"181, Lane, Ghaziabad"
501,Lower-Middle,212959,Mr. Daksh Tiwari,Secondary,Government Employee,Mrs. Tara Tiwari,Primary,Small Business,1,4,0,+918870282237,"133, Lane, Kolkata"
502,Low,98743,Mr. Abhinav Bose,Primary,Salaried Employee,Mrs. Divya Bose,Higher Secondary,Small Business,1,6,0,+919124187693,"425, Road, Visakhapatnam"
503,Low,54891,Mr. Yash Chopra,No Formal Education,Government Employee,Mrs. Divya Chopra,No Formal Education,Homemaker,0,3,1,+917758129353,"334, Lane, Ahmedabad"
504,Middle,521991,Mr. Kunal Tiwari,Primary,Daily Wage Worker,Mrs. Divya Tiwari,Secondary,Homemaker,1,6,0,+918140799305,"473, Street, Kanpur"
505,Middle,351938,Mr. Nikhil Sinha,Graduate,Farmer,Mrs. Simran Sinha,Secondary,Homemaker,3,5,0,+917933105236,"133, Street, Lucknow"
506,Low,76882,Mr. Nikhil Ahmed,No Formal Education,Salaried Employee,Mrs. Zara Ahmed,Secondary,Homemaker,1,7,0,+918876122976,"327, Road, Visakhapatnam"
507,Low,131184,Mr. Yash Saxena,Higher Secondary,Salaried Employee,Mrs. Anika Saxena,Primary,Self-Employed,3,7,0,+919250340670,"406, Street, Kolkata"
508,Lower-Middle,282701,Mr. Aditya Hussain,Secondary,Government Employee,Mrs. Anvi Hussain,Higher Secondary,Homemaker,2,7,0,+919106593542,"140, Lane, Jaipur"
509,Middle,420767,Mr. Abhinav Ali,No Formal Education,Government Employee,Mrs. Sakshi Ali,No Formal Education,Salaried Employee,2,6,0,+918702616808,"107, Street, Ludhiana"
510,Middle,459022,Mr. Rahul Pandey,Secondary,Salaried Employee,Mrs. Kiara Pandey,Higher Secondary,Homemaker,1,5,1,+918003072085,"272, Street, Bhopal"
511,Low,127676,Mr. Ritvik Ahmed,No Formal Education,Daily Wage Worker,Mrs. Saanvi Ahmed,Higher Secondary,Homemaker,2,7,0,+919791102101,"201, Street, Nagpur"
512,Middle,374331,Mr. Harshit Banerjee,Primary,Daily Wage Worker,Mrs. Swati Banerjee,Post-Graduate,Daily Wage Worker,1,7,0,+918622759656,"159, Street, Hyderabad"
513,Middle,594770,Mr. Yash Khanna,Higher Secondary,Government Employee,Mrs. Priya Khanna,Graduate,Homemaker,2,5,0,+917940400686,"68, Road, Kanpur"
514,Low,112966,Mr. Abhinav Banerjee,Graduate,Salaried Employee,Mrs. Sara Banerjee,Primary,Homemaker,2,6,0,+918532638639,"238, Street, Bhopal"
515,Upper-Middle,649601,Mr. Reyansh Jain,Higher Secondary,Farmer,Mrs. Aarohi Jain,Higher Secondary,Homemaker,2,7,0,+918998222209,"430, Street, Jaipur"
516,Middle,560198,Mr. Rahul Kaur,Secondary,Self-Employed,Mrs. Priya Kaur,No Formal Education,Farmer,1,5,0,+918314676969,"221, Street, Nagpur"
517,Low,74649,Mr. Dhruv Iyer,Primary,Professional,Mrs. Saanvi Iyer,Primary,Homemaker,2,7,0,+918823731598,"156, Street, Pune"
518,Low,109649,Mr. Sai Ali,Graduate,Farmer,Mrs. Sneha Ali,No Formal Education,Homemaker,2,4,0,+917450692808,"450, Road, Kolkata"
519,Low,111296,Mr. Shivansh Khan,Higher Secondary,Farmer,Mrs. Tanvi Khan,Secondary,Professional,2,4,0,+919468775837,"152, Lane, Ahmedabad"
520,Low,119568,Mr. Nikhil Choudhury,Higher Secondary,Daily Wage Worker,Mrs. Pari Choudhury,Secondary,Professional,1,7,0,+918106187803,"172, Lane, Hyderabad"
521,Lower-Middle,172937,Mr. Samar Ghosh,Secondary,Daily Wage Worker,Mrs. Ananya Ghosh,Higher Secondary,Salaried Employee,1,6,1,+917042409107,"81, Lane, Mumbai"
522,Low,126579,Mr. Naksh Patel,Primary,Retired,Mrs. Ritika Patel,Higher Secondary,Daily Wage Worker,2,5,0,+919518769107,"184, Street, Ludhiana"
523,Middle,565242,Mr. Ishaan Fernandes,Graduate,Salaried Employee,Mrs. Divya Fernandes,Graduate,Homemaker,2,5,1,+919038781507,"54, Road, Visakhapatnam"
524,Lower-Middle,277418,Mr. Vivaan D'Souza,No Formal Education,Self-Employed,Mrs. Neha D'Souza,Post-Graduate,Homemaker,1,6,0,+919872724947,"452, Street, Ghaziabad"
525,Low,87059,Mr. Daksh Pandey,Higher Secondary,Self-Employed,Mrs. Kiara Pandey,Primary,Salaried Employee,1,3,0,+919013546867,"3, Street, Lucknow"
526,Middle,380823,Mr. Raj Singh,No Formal Education,Small Business,Mrs. Tanvi Singh,No Formal Education,Homemaker,2,3,0,+918327391483,"173, Street, Hyderabad"
527,Lower-Middle,199249,Mr. Yash Nair,Secondary,Daily Wage Worker,Mrs. Divya Nair,Higher Secondary,Professional,0,3,1,+918223993580,"307, Street, Visakhapatnam"
528,Low,114766,Mr. Aadhya Mukherjee,Secondary,Professional,Mrs. Sakshi Mukherjee,Primary,Small Business,0,5,0,+919091460462,"175, Lane, Ghaziabad"
529,High,1763248,Mr. Abhinav Banerjee,Higher Secondary,Small Business,Mrs. Meera Banerjee,No Formal Education,Homemaker,1,3,1,+919263937065,"71, Street, Bangalore"
530,Upper-Middle,926939,Mr. Yash Sethi,Primary,Retired,Mrs. Pooja Sethi,Primary,Homemaker,2,4,0,+918781196141,"118, Road, Mumbai"
531,Lower-Middle,259874,Mr. Ansh Desai,Secondary,Farmer,Mrs. Pari Desai,No Formal Education,Self-Employed,0,4,0,+919484908914,"387, Road, Hyderabad"
532,Lower-Middle,196106,Mr. Daksh Reddy,Graduate,Daily Wage Worker,Mrs. Anika Reddy,Higher Secondary,Homemaker,1,3,0,+917171218616,"454, Lane, Delhi"
533,Low,110274,Mr. Ayaan Kapoor,Primary,Self-Employed,Mrs. Priya Kapoor,Primary,Professional,1,7,0,+918771277418,"292, Road, Ahmedabad"
534,Middle,398948,Mr. Karthik Mukherjee,Graduate,Small Business,Mrs. Kiara Mukherjee,No Formal Education,Daily Wage Worker,2,6,0,+919477100136,"157, Lane, Ludhiana"
535,Low,82254,Mr. Karthik Nair,Primary,Retired,Mrs. Ishita Nair,Secondary,Homemaker,2,4,0,+918712746121,"113, Street, Pune"
536,Low,144660,Mr. Dhruv Choudhury,Primary,Farmer,Mrs. Divya Choudhury,Graduate,Government Employee,1,3,0,+918183776565,"57, Street, Lucknow"
537,Lower-Middle,249605,Mr. Nikhil Bose,Secondary,Small Business,Mrs. Meera Bose,No Formal Education,Farmer,1,5,1,+917541692255,"491, Lane, Ahmedabad"
538,Middle,530645,Mr. Dhruv Choudhury,Higher Secondary,Small Business,Mrs. Tanvi Choudhury,No Formal Education,Salaried Employee,4,5,0,+919639670432,"83, Lane, Pune"
539,Upper-Middle,936442,Mr. Rahul Mukherjee,Secondary,Small Business,Mrs. Ira Mukherjee,Higher Secondary,Homemaker,0,3,0,+918150246511,"200, Street, Ahmedabad"
540,Low,115336,Mr. Arnav Malhotra,No Formal Education,Retired,Mrs. Tanvi Malhotra,Higher Secondary,Homemaker,2,7,0,+918454074531,"280, Street, Ludhiana"
541,Middle,534068,Mr. Vihaan Saxena,Primary,Retired,Mrs. Anjali Saxena,No Formal Education,Retired,0,5,0,+918849002047,"131, Street, Kanpur"
542,Lower-Middle,156510,Mr. Vivaan Ali,No Formal Education,Small Business,Mrs. Kiara Ali,Higher Secondary,Small Business,1,4,0,+917926617430,"441, Lane, Indore"
543,Low,76450,Mr. Aditya Rodrigues,Secondary,Professional,Mrs. Sara Rodrigues,Higher Secondary,Small Business,3,5,0,+917929642863,"317, Lane, Chennai"
544,Lower-Middle,285135,Mr. Abhinav Sethi,Secondary,Government Employee,Mrs. Avni Sethi,Secondary,Homemaker,1,7,0,+918086321839,"239, Street, Coimbatore"
545,Middle,495964,Mr. Dhruv Choudhury,Graduate,Self-Employed,Mrs. Kiara Choudhury,Secondary,Daily Wage Worker,0,3,0,+917981475376,"12, Road, Mumbai"
546,Lower-Middle,213407,Mr. Prakash D'Souza,Graduate,Salaried Employee,Mrs. Kiara D'Souza,Higher Secondary,Farmer,1,4,0,+919264381448,"246, Lane, Bangalore"
547,Lower-Middle,246221,Mr. Vihaan Sinha,No Formal Education,Professional,Mrs. Anvi Sinha,No Formal Education,Small Business,2,5,1,+918521433613,"422, Road, Ghaziabad"
548,Middle,305346,Mr. Kunal Sethi,No Formal Education,Salaried Employee,Mrs. Kiara Sethi,Primary,Salaried Employee,2,7,0,+919338483641,"472, Street, Coimbatore"
549,Low,88486,Mr. Naksh Tiwari,Secondary,Government Employee,Mrs. Saanvi Tiwari,Primary,Government Employee,1,5,1,+919433067341,"74, Street, Kolkata"
550,Lower-Middle,189481,Mr. Daksh Jain,Higher Secondary,Self-Employed,Mrs. Ishita Jain,Primary,Homemaker,2,6,0,+918589493324,"31, Lane, Coimbatore"
551,Low,95017,Mr. Amit Shah,No Formal Education,Retired,Mrs. Anika Shah,Secondary,Self-Employed,1,7,0,+917127370747,"363, Lane, Lucknow"
552,Middle,571723,Mr. Ansh Reddy,Secondary,Salaried Employee,Mrs. Shanaya Reddy,Primary,Professional,0,6,0,+918411229458,"327, Street, Lucknow"
553,Low,63237,Mr. Advait Ahmed,Secondary,Farmer,Mrs. Diya Ahmed,No Formal Education,Homemaker,1,7,0,+917038647101,"62, Road, Bangalore"
554,Lower-Middle,198083,Mr. Aditya Chopra,Primary,Daily Wage Worker,Mrs. Aadhya Chopra,Primary,Self-Employed,1,4,0,+917722031000,"461, Road, Visakhapatnam"
555,Middle,586193,Mr. Karthik Khanna,Primary,Small Business,Mrs. Shanaya Khanna,Post-Graduate,Government Employee,1,4,1,+919610005930,"190, Road, Chennai"
556,Lower-Middle,248092,Mr. Ritvik Malhotra,Graduate,Daily Wage Worker,Mrs. Tanvi Malhotra,Primary,Homemaker,0,4,0,+917978107001,"461, Lane, Kanpur"
557,Middle,432562,Mr. Krishna Chopra,No Formal Education,Salaried Employee,Mrs. Simran Chopra,Secondary,Daily Wage Worker,0,4,0,+918270622820,"211, Road, Ahmedabad"
558,Lower-Middle,276566,Mr. Samar Fernandes,Primary,Salaried Employee,Mrs. Divya Fernandes,No Formal Education,Professional,4,5,0,+919968136010,"404, Street, Pune"
559,Middle,425574,Mr. Rohan Reddy,No Formal Education,Self-Employed,Mrs. Ananya Reddy,Primary,Homemaker,3,4,0,+918750084021,"452, Street, Chennai"
560,Middle,424170,Mr. Kunal Mohammad,Secondary,Farmer,Mrs. Aanya Mohammad,Higher Secondary,Homemaker,2,7,0,+917235985576,"243, Lane, Chennai"
561,Low,100185,Mr. Kiaan Singh,Secondary,Government Employee,Mrs. Pooja Singh,Primary,Homemaker,3,3,0,+917166553606,"406, Street, Kolkata"
562,Middle,515420,Mr. Ishaan Das,Secondary,Retired,Mrs. Anika Das,Primary,Government Employee,3,4,1,+919197851230,"137, Lane, Chennai"
563,Middle,392913,Mr. Aarav Rodrigues,Graduate,Small Business,Mrs. Neha Rodrigues,Secondary,Homemaker,0,4,0,+918610826218,"430, Street, Ghaziabad"
564,Upper-Middle,981105,Mr. Karthik Kaur,Graduate,Professional,Mrs. Ishita Kaur,No Formal Education,Homemaker,1,7,0,+917937133117,"328, Lane, Nagpur"
565,Middle,426455,Mr. Manish Shah,No Formal Education,Salaried Employee,Mrs. Simran Shah,Graduate,Homemaker,4,7,0,+918063165333,"20, Street, Mumbai"
566,Low,81528,Mr. Naksh Patel,Secondary,Government Employee,Mrs. Navya Patel,Primary,Homemaker,0,4,0,+918066239132,"266, Street, Nagpur"
567,Low,144349,Mr. Aditya Tiwari,No Formal Education,Small Business,Mrs. Aanya Tiwari,Graduate,Homemaker,4,3,0,+918479721151,"196, Lane, Lucknow"
568,Low,116900,Mr. Shaurya Verma,Higher Secondary,Retired,Mrs. Kiara Verma,Secondary,Farmer,3,4,1,+918468718784,"468, Street, Ludhiana"
569,Low,128114,Mr. Pranav Bose,Secondary,Daily Wage Worker,Mrs. Ritika Bose,Primary,Homemaker,1,6,0,+919764161810,"166, Lane, Visakhapatnam"
570,Lower-Middle,177262,Mr. Kian Bhatia,Secondary,Small Business,Mrs. Navya Bhatia,Higher Secondary,Small Business,0,4,0,+917166270071,"277, Road, Jaipur"
571,Lower-Middle,205293,Mr. Varun Ahmed,Higher Secondary,Small Business,Mrs. Prisha Ahmed,No Formal Education,Homemaker,1,3,0,+919149350181,"125, Lane, Lucknow"
572,Low,108881,Mr. Kian Ali,Higher Secondary,Retired,Mrs. Anjali Ali,Higher Secondary,Homemaker,0,7,0,+919544540116,"372, Lane, Ahmedabad"
573,Low,101059,Mr. Manish Rodrigues,Primary,Small Business,Mrs. Sara Rodrigues,Graduate,Professional,1,3,0,+918031939084,"342, Road, Patna"
574,Middle,528460,Mr. Arjun Ali,No Formal Education,Farmer,Mrs. Simran Ali,Secondary,Daily Wage Worker,1,6,0,+917920615174,"378, Road, Kanpur"
575,Lower-Middle,287334,Mr. Aryan Desai,No Formal Education,Salaried Employee,Mrs. Kavya Desai,No Formal Education,Small Business,1,5,0,+918577007054,"272, Lane, Chennai"
576,Lower-Middle,258824,Mr. Kunal Nair,Secondary,Retired,Mrs. Ira Nair,Primary,Homemaker,1,3,0,+918837918791,"448, Street, Mumbai"
577,Low,94689,Mr. Vivaan Das,Primary,Retired,Mrs. Shanaya Das,Graduate,Homemaker,3,4,0,+918799939325,"277, Street, Vadodara"
578,Lower-Middle,291873,Mr. Kian Mohammad,No Formal Education,Daily Wage Worker,Mrs. Ritika Mohammad,Secondary,Self-Employed,0,6,0,+919535123366,"408, Lane, Visakhapatnam"
579,Low,134348,Mr. Advait Kaur,Graduate,Salaried Employee,Mrs. Anvi Kaur,Higher Secondary,Homemaker,1,6,0,+917016900268,"163, Road, Hyderabad"
580,Lower-Middle,158652,Mr. Krishna Jain,Primary,Daily Wage Worker,Mrs. Aarohi Jain,Secondary,Government Employee,2,6,0,+917492005629,"114, Road, Ludhiana"
581,Middle,434212,Mr. Ishaan Pillai,No Formal Education,Salaried Employee,Mrs. Kiara Pillai,Secondary,Homemaker,1,4,0,+919669998711,"323, Street, Coimbatore"
582,Low,145715,Mr. Aadhya Bhatia,Primary,Daily Wage Worker,Mrs. Saanvi Bhatia,No Formal Education,Homemaker,1,7,0,+918120744145,"39, Street, Kolkata"
583,Low,125412,Mr. Harshit Mishra,Graduate,Professional,Mrs. Pari Mishra,Secondary,Daily Wage Worker,1,4,0,+919770304261,"69, Road, Kanpur"
584,Low,129094,Mr. Vihaan Mohammad,Secondary,Self-Employed,Mrs. Avni Mohammad,Primary,Government Employee,2,4,0,+919206515800,"52, Street, Kolkata"
585,Low,68367,Mr. Prakash Jain,Primary,Government Employee,Mrs. Anjali Jain,Primary,Homemaker,2,7,1,+918190259199,"367, Street, Jaipur"
586,Low,52682,Mr. Samar Malhotra,Post-Graduate,Daily Wage Worker,Mrs. Sara Malhotra,Primary,Small Business,2,7,0,+917452917691,"193, Lane, Ahmedabad"
587,Low,132831,Mr. Shaurya Ghosh,Graduate,Salaried Employee,Mrs. Tara Ghosh,No Formal Education,Salaried Employee,2,3,0,+919222910114,"161, Road, Vadodara"
588,Lower-Middle,245005,Mr. Prakash Sharma,Higher Secondary,Government Employee,Mrs. Pari Sharma,Primary,Homemaker,2,7,1,+917878665769,"456, Lane, Bangalore"
589,Lower-Middle,152853,Mr. Advait Fernandes,No Formal Education,Salaried Employee,Mrs. Tara Fernandes,Graduate,Daily Wage Worker,1,5,0,+919753797431,"409, Road, Pune"
590,Middle,316415,Mr. Kian Pandey,Graduate,Professional,Mrs. Ritika Pandey,Primary,Homemaker,2,5,0,+919526444195,"469, Street, Vadodara"
591,Lower-Middle,229615,Mr. Rahul Sinha,Higher Secondary,Small Business,Mrs. Pari Sinha,Graduate,Homemaker,2,6,0,+918709700313,"461, Street, Delhi"
592,Low,110468,Mr. Daksh Das,Graduate,Government Employee,Mrs. Kavya Das,No Formal Education,Small Business,2,6,0,+919661550978,"166, Street, Bangalore"
593,Low,67007,Mr. Atharv Sinha,Post-Graduate,Government Employee,Mrs. Kiara Sinha,Primary,Homemaker,2,7,0,+919765906072,"187, Street, Chennai"
594,Upper-Middle,897939,Mr. Ayaan Chatterjee,Primary,Daily Wage Worker,Mrs. Nisha Chatterjee,Primary,Self-Employed,3,7,0,+917829124777,"127, Road, Pune"
595,Upper-Middle,800330,Mr. Kabir Choudhury,Primary,Daily Wage Worker,Mrs. Neha Choudhury,Higher Secondary,Salaried Employee,1,4,0,+919755508131,"499, Road, Coimbatore"
596,Upper-Middle,907084,Mr. Ishaan Kaur,Higher Secondary,Retired,Mrs. Siya Kaur,Graduate,Homemaker,0,7,0,+918574570193,"377, Road, Ahmedabad"
597,Middle,554103,Mr. Aadhya Ghosh,Primary,Salaried Employee,Mrs. Sakshi Ghosh,Post-Graduate,Homemaker,1,7,0,+918215213032,"8, Lane, Coimbatore"
598,Lower-Middle,272592,Mr. Ayaan Sethi,Higher Secondary,Daily Wage Worker,Mrs. Divya Sethi,Higher Secondary,Government Employee,0,3,0,+919729599707,"486, Lane, Lucknow"
599,Low,97441,Mr. Varun Pandey,Secondary,Farmer,Mrs. Anika Pandey,Primary,Homemaker,0,4,1,+919142582845,"333, Lane, Indore"
600,Lower-Middle,171557,Mr. Pranav Sharma,Secondary,Professional,Mrs. Siya Sharma,Primary,Homemaker,2,4,0,+919184733503,"406, Road, Hyderabad"
601,Middle,421971,Mr. Raj Kapoor,No Formal Education,Salaried Employee,Mrs. Saanvi Kapoor,No Formal Education,Self-Employed,1,3,0,+917802480394,"357, Road, Ghaziabad"
602,Low,69638,Mr. Karthik Patel,No Formal Education,Salaried Employee,Mrs. Pari Patel,Secondary,Salaried Employee,1,5,0,+917993560353,"35, Street, Ghaziabad"
603,Low,130943,Mr. Rudra Rodrigues,Secondary,Government Employee,Mrs. Aarohi Rodrigues,Secondary,Homemaker,1,7,0,+918060982676,"374, Road, Ludhiana"
604,High,2903089,Mr. Advait Rodrigues,No Formal Education,Farmer,Mrs. Swati Rodrigues,Post-Graduate,Salaried Employee,4,4,0,+918813746042,"190, Road, Coimbatore"
605,Lower-Middle,202468,Mr. Abhinav Ghosh,Graduate,Retired,Mrs. Kiara Ghosh,Higher Secondary,Small Business,1,6,0,+918525648784,"418, Road, Vadodara"
606,Low,91719,Mr. Nikhil Hussain,Graduate,Professional,Mrs. Sara Hussain,No Formal Education,Homemaker,1,3,0,+917133531653,"172, Road, Kolkata"
607,Low,114508,Mr. Nikhil Desai,Higher Secondary,Government Employee,Mrs. Tara Desai,No Formal Education,Salaried Employee,1,6,0,+917660690032,"132, Lane, Chennai"
608,Low,70076,Mr. Aryan Ahmed,Primary,Professional,Mrs. Zara Ahmed,Primary,Government Employee,1,3,0,+917329014094,"301, Road, Kanpur"
609,Low,59310,Mr. Arjun Hussain,Higher Secondary,Daily Wage Worker,Mrs. Aditi Hussain,No Formal Education,Salaried Employee,0,4,0,+917073967240,"491, Street, Nagpur"
610,Middle,348015,Mr. Nikhil Gupta,Post-Graduate,Salaried Employee,Mrs. Zara Gupta,Primary,Homemaker,2,7,0,+919040979702,"125, Street, Jaipur"
611,Upper-Middle,789511,Mr. Rudra Sharma,Secondary,Farmer,Mrs. Aanya Sharma,Graduate,Homemaker,1,6,0,+919056120250,"154, Lane, Hyderabad"
612,Middle,489842,Mr. Siddharth Kumar,Primary,Government Employee,Mrs. Tara Kumar,No Formal Education,Salaried Employee,2,3,0,+918727932288,"328, Street, Visakhapatnam"
613,Middle,484585,Mr. Kunal Shah,Graduate,Farmer,Mrs. Ritika Shah,Primary,Homemaker,0,6,0,+919112985448,"67, Lane, Kolkata"
614,Low,118951,Mr. Varun Hussain,Higher Secondary,Professional,Mrs. Shanaya Hussain,Primary,Homemaker,1,3,0,+919676397166,"400, Road, Ahmedabad"
615,Lower-Middle,164043,Mr. Rahul Fernandes,Higher Secondary,Retired,Mrs. Simran Fernandes,Higher Secondary,Self-Employed,2,5,0,+918379497358,"144, Lane, Pune"
616,Middle,535745,Mr. Ansh Desai,No Formal Education,Self-Employed,Mrs. Diya Desai,Primary,Self-Employed,1,4,0,+917314789498,"406, Lane, Bhopal"
617,Middle,544703,Mr. Kiaan Arora,Secondary,Retired,Mrs. Anika Arora,Secondary,Small Business,1,4,0,+917648606022,"240, Lane, Kanpur"
618,Upper-Middle,707290,Mr. Aadhya Arora,Primary,Small Business,Mrs. Aanya Arora,Secondary,Self-Employed,2,5,0,+917311477794,"139, Lane, Patna"
619,Lower-Middle,270543,Mr. Aryan Mishra,Secondary,Small Business,Mrs. Anjali Mishra,Primary,Homemaker,0,5,0,+918523266642,"17, Road, Chennai"
620,Low,85259,Mr. Shivansh Shah,No Formal Education,Salaried Employee,Mrs. Ananya Shah,No Formal Education,Homemaker,1,7,0,+918313408570,"44, Road, Kolkata"
621,Middle,548539,Mr. Naksh Saxena,Primary,Daily Wage Worker,Mrs. Ritika Saxena,Secondary,Homemaker,3,4,0,+917555053933,"23, Road, Kolkata"
622,Low,103190,Mr. Abhinav Malhotra,Graduate,Salaried Employee,Mrs. Shanaya Malhotra,Higher Secondary,Homemaker,1,7,0,+919421453443,"6, Road, Pune"
623,Middle,368767,Mr. Vivaan Rao,Secondary,Small Business,Mrs. Diya Rao,No Formal Education,Small Business,1,4,0,+918572869374,"421, Street, Kolkata"
624,Low,57041,Mr. Ritvik Khan,Secondary,Retired,Mrs. Shanaya Khan,Higher Secondary,Homemaker,0,6,0,+917860725329,"14, Street, Indore"
625,Lower-Middle,156404,Mr. Prakash Banerjee,No Formal Education,Salaried Employee,Mrs. Neha Banerjee,Secondary,Homemaker,1,7,0,+917922689659,"234, Road, Hyderabad"
626,Middle,423431,Mr. Arnav Banerjee,Secondary,Small Business,Mrs. Ira Banerjee,Secondary,Homemaker,2,5,0,+917334232033,"273, Road, Bangalore"
627,Lower-Middle,287963,Mr. Ishaan Malhotra,Secondary,Small Business,Mrs. Anvi Malhotra,Primary,Homemaker,0,5,0,+918389699126,"490, Street, Vadodara"
628,Middle,331803,Mr. Arjun Kaur,Graduate,Daily Wage Worker,Mrs. Ira Kaur,Primary,Homemaker,3,7,0,+918559931063,"90, Road, Hyderabad"
629,Lower-Middle,179775,Mr. Reyansh Ghosh,Secondary,Small Business,Mrs. Siya Ghosh,Higher Secondary,Homemaker,3,3,0,+918993701153,"105, Street, Nagpur"
630,Lower-Middle,281347,Mr. Abhinav Singh,Primary,Daily Wage Worker,Mrs. Anjali Singh,Secondary,Homemaker,1,4,0,+918487064586,"139, Lane, Visakhapatnam"
631,Middle,564742,Mr. Atharv Das,No Formal Education,Professional,Mrs. Sakshi Das,Secondary,Homemaker,1,5,0,+918854974555,"360, Street, Ghaziabad"
632,Low,147648,Mr. Kabir Kapoor,Higher Secondary,Self-Employed,Mrs. Tara Kapoor,Higher Secondary,Daily Wage Worker,0,5,0,+918746359862,"49, Street, Kolkata"
633,Low,77555,Mr. Pranav Banerjee,Higher Secondary,Retired,Mrs. Shanaya Banerjee,Primary,Homemaker,0,5,0,+918050720564,"139, Lane, Coimbatore"
634,Middle,310218,Mr. Atharv Banerjee,No Formal Education,Professional,Mrs. Nisha Banerjee,Secondary,Self-Employed,4,3,0,+919316463007,"72, Lane, Visakhapatnam"
635,Low,102101,Mr. Manish Pandey,Secondary,Small Business,Mrs. Ishita Pandey,No Formal Education,Salaried Employee,1,7,1,+917137725766,"490, Lane, Hyderabad"
636,Middle,381807,Mr. Arnav Patel,Primary,Professional,Mrs. Anvi Patel,Primary,Retired,2,6,0,+918937339255,"156, Lane, Patna"
637,Low,77287,Mr. Amit Bhatia,Primary,Professional,Mrs. Simran Bhatia,No Formal Education,Self-Employed,2,6,0,+918353326560,"377, Street, Indore"
638,Lower-Middle,170758,Mr. Nikhil Saxena,Graduate,Daily Wage Worker,Mrs. Kiara Saxena,Higher Secondary,Farmer,1,3,0,+918932051160,"396, Lane, Jaipur"
639,Low,138225,Mr. Rudra Arora,No Formal Education,Salaried Employee,Mrs. Sakshi Arora,Primary,Farmer,3,5,0,+918335205545,"305, Street, Ahmedabad"
640,Middle,547297,Mr. Karthik Shah,Primary,Retired,Mrs. Sneha Shah,Primary,Professional,2,6,0,+917414132446,"429, Street, Bhopal"
